project_name	ID_EIA	type	latitude	longitude	region	state	state_fips	state_name	year	capacity_DC_kW	capacity_AC_kW	inverter_loading_ratio	mount_type	tracking_type	tilt	azimuth	average_global_horizontal_irradiance	capacity_factor_average	tech_class_primary	tech_class_secondary	storage_flag	storage_year	storage_capacity	storage_energy	storage_tech	hybrid_flag	hybrid_tech	duplicate	sub_id	interconnect_x	point_of_interconnect	interconnect_y
New Road Solar	61599.0	UPV	40.403238	-74.56779	PJM	NJ	34	New Jersey	2018	13004.6	10000.0	1.30046	Fixed Tilt	['Fixed']	20.0	180.0	3.9853575342	0.1853303796441849	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5562	Eastern	distribution-primary	Eastern
Adams Solar Center	61496.0	UPV	44.673951	-121.12296	West (non-ISO)	OR	41	Oregon	2018	13000.0	10000.0	1.3	Tracking	['Single']	-1.0	180.0	4.4257554795	0.2521570040172667	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35784	Western	distribution-primary	Western
Elbe Solar Center	61497.0	UPV	44.619211	-121.20626	West (non-ISO)	OR	41	Oregon	2018	13000.0	10000.0	1.3	Tracking	['Single']	-1.0	180.0	4.403419863	0.2489403055368415	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35784	Western	distribution-primary	Western
Bear Creek Solar Center	61281.0	UPV	44.060814	-121.23721	West (non-ISO)	OR	41	Oregon	2018	13000.0	10000.0	1.3	Tracking	['Single']	-1.0	180.0	4.5099561644	0.2637528694762581	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35734	Western	distribution-primary	Western
Sterling Solar (TX)	61871.0	UPV	33.166173	-96.17262	ERCOT	TX	48	Texas	2018	14263.2	10000.0	1.42632	Tracking	['Single']	-1.0	181.0	4.6250111872	0.1909298194725153	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	40153	Texas	distribution-primary	Texas
Eddy Solar II	61874.0	UPV	31.291151	-97.26074	ERCOT	TX	48	Texas	2018	14256.0	10000.0	1.4256	Tracking	['Single']	-1.0	181.0	4.7373984018	0.2199465092197519	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	40168	Texas	distribution-primary	Texas
Bronson Solar	61868.0	UPV	29.537482	-95.96955	ERCOT	TX	48	Texas	2018	14256.0	10000.0	1.4256	Tracking	['Single']	-1.0	182.0	4.6456310502	0.1970959808618408	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	40799	Texas	distribution-primary	Texas
Bovine Solar (Green Mountain Energy Gable Solar Park)	61867.0	UPV	29.633691	-96.078781	ERCOT	TX	48	Texas	2018	14259.0	10000.0	1.4259	Tracking	['Single']	-1.0	180.0	4.6411376712	0.2186247723132969	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40735	Texas	distribution-primary	Texas
Chisum Solar	61810.0	UPV	33.632911	-95.390711	ERCOT	TX	48	Texas	2018	14256.0	10000.0	1.4256	Tracking	['Single']	-1.0	182.0	4.5603273973	0.1781959571574718	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	39818	Texas	distribution-primary	Texas
DSM Nutritional Products Solar	62713.0	UPV	40.836806	-75.06547	PJM	NJ	34	New Jersey	2018	14000.0	10000.0	1.4	Fixed Tilt	['Fixed']	10.0	180.0	3.9039586758	0.1556933683908475	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	6810	Eastern	distribution-primary	Eastern
Chiloquin Solar Park	61631.0	UPV	42.610732	-121.86121	West (non-ISO)	OR	41	Oregon	2018	14000.0	9900.0	1.414141414141414	Fixed Tilt	['Fixed']	28.0	180.0	4.7181614155	0.2308160956824777	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35721	Western	distribution-primary	Western
Old Bridge Solar Farm	61600.0	UPV	40.444372	-74.24338	PJM	NJ	34	New Jersey	2018	10690.0	8800.0	1.2147727272727271	Fixed Tilt	['Fixed']	12.0	180.0	3.9527027397	0.1747554281871034	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5582	Eastern	distribution-primary	Eastern
Quakertown Solar Project (Quakertown Farms)	61965.0	UPV	40.522818	-74.94417	PJM	NJ	34	New Jersey	2018	9997.0	8800.0	1.1360227272727272	Fixed Tilt	['Fixed']	20.0	180.0	3.9635219178	0.1694252236320083	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5489	Eastern	distribution-primary	Eastern
Raritan Solar Project	61601.0	UPV	40.453864	-74.86303	PJM	NJ	34	New Jersey	2018	9990.0	8400.0	1.1892857142857145	Fixed Tilt	['Fixed']	25.0	180.0	3.9719244292	0.1638228107321976	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5479	Eastern	distribution-primary	Eastern
Independence II Solar Farm (IPL2, Bundschu) 	61588.0	UPV	39.118091	-94.28974	SPP	MO	29	Missouri	2018	10870.0	8400.0	1.294047619047619	Fixed Tilt	['Fixed']	25.0	180.0	4.2353212329	0.1990706023345535	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	29368	Eastern	distribution-primary	Eastern
Delta Solar Power I (DSP-I, Delta Solar Power Project)	61954.0	UPV	42.707121	-84.70008	MISO	MI	26	Michigan	2018	9900.0	8100.0	1.2222222222222223	Tracking	['Single']	-1.0	180.0	3.7894780822	0.1920596640048154	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	21072	Eastern	distribution-primary	Eastern
SCE&G Nimitz Community Solar	61433.0	UPV	32.498321	-80.96215	Southeast (non-ISO)	SC	45	South Carolina	2018	10620.0	8000.0	1.3275	Tracking	['Single']	-1.0	180.0	4.679940411	0.2281156819996506	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	11863	Eastern	distribution-primary	Eastern
OR Solar 5 (Merrill Solar Facility)	61423.0	UPV	42.175491	-121.69283	West (non-ISO)	OR	41	Oregon	2018	10300.0	8000.0	1.2875	Tracking	['Single']	-1.0	180.0	4.7714815068	0.280322157191157	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35723	Western	distribution-primary	Western
City of Gallup Solar	62406.0	UPV	35.524941	-108.769621	West (non-ISO)	NM	35	New Mexico	2018	9800.0	8000.0	1.225	Tracking	['Single']		180.0	5.425536758	0.2477454337899543	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38875	Western	distribution-primary	Western
GE 19th Hole	64102.0	UPV	42.986024	-74.310605	NYISO	NY	36	New York	2018	10400.0	7700.0	1.3506493506493509	Tracking	['Single']	25.0	180.0	3.7367495434	0.182592908002744	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4156	Eastern	distribution-primary	Eastern
Springfield Solar Project (near McGuir-Dix-Lakehurst Base)	61907.0	UPV	40.032087	-74.64739	PJM	NJ	34	New Jersey	2018	9200.0	7500.0	1.2266666666666666	Fixed Tilt	['Fixed']	25.0	180.0	4.0212518265	0.1534428308838818	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5226	Eastern	distribution-primary	Eastern
IMPA Richmond 2 Solar Project	61729.0	UPV	39.837541	-84.819271	PJM	IN	18	Indiana	2018	9749.88	7500.0	1.2999839999999998	Tracking	['Single']	-1.0	180.0	3.9729876712	0.2016416731125916	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	18956	Eastern	distribution-primary	Eastern
Gaston Solar II	61961.0	UPV	33.778378	-81.110251	Southeast (non-ISO)	SC	45	South Carolina	2018	10470.0	7480.0	1.3997326203208555	Tracking	['Single']	-1.0	180.0	4.5892011416	0.1998464119671236	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	11634	Eastern	distribution-primary	Eastern
Bartow Solar Energy	61879.0	UPV	27.925634	-81.777577	Southeast (non-ISO)	FL	12	Florida	2018	9300.0	7260.0	1.2809917355371905	Fixed Tilt	['Fixed']	15.0	180.0	4.9707746575	0.2024980828915357	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	14553	Eastern	distribution-primary	Eastern
Athens MN CONX (Ventyx: Connexus Energy (Athens))	62062.0	UPV	45.459021	-93.265706	MISO	MN	27	Minnesota	2018	8840.0	6625.0	1.3343396226415094	Fixed Tilt	['Fixed']	25.0	180.0	3.7962504566	0.170474595836976	PV	['c-Si']	True	2018	9.0	18.0	Lithium Ion	False	[]	False	26623	Eastern	distribution-primary	Eastern
SCE&G Springfield Community Solar	61434.0	UPV	33.492521	-81.29751	Southeast (non-ISO)	SC	45	South Carolina	2018	7776.0	6100.0	1.2747540983606558	Tracking	['Single']	-1.0	180.0	4.609202968	0.2121747091766382	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	11580	Eastern	distribution-primary	Eastern
Kentuck Solar Project	61849.0	UPV	36.658111	-79.30384	PJM	VA	51	Virginia	2018	8000.0	6000.0	1.3333333333333333	Tracking	['Single']	-1.0	180.0	4.3409878995	0.2481925418569253	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	9524	Eastern	distribution-primary	Eastern
NorWest Energy 9 (Pendleton)	62241.0	UPV	45.679793	-118.850053	West (non-ISO)	OR	41	Oregon	2018	8400.0	6000.0	1.4	Fixed Tilt	['Fixed']	20.0	181.0	4.1779289954	0.2226257683126647	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35754	Western	distribution-primary	Western
Woodleaf Solar Facility	62304.0	UPV	35.72533	-80.6087	Southeast (non-ISO)	NC	37	North Carolina	2018	9400.0	6000.0	1.5666666666666669	Tracking	['Single']	-1.0	179.0	4.4801710046	0.2175736187006679	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11131	Eastern	distribution-primary	Eastern
Holloman Atlas Solar Array	60301.0	UPV	32.921261	-106.0724	West (non-ISO)	NM	35	New Mexico	2018	6500.0	5001.0	1.299740051989602	Tracking	['Single']	-1.0	180.0	5.7198974886		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	38779	Western	distribution-primary	Western
Middleton Solar Park	63214.0	UPV	42.582392	-70.996615	ISO-NE	MA	25	Massachusetts	2018	6000.0	5001.0	1.1997600479904018	Fixed Tilt	['Fixed']	20.0	180.0	3.8049605023		PV	['c-Si']	True	2019	3.0	6.6	Lithium Ion	False	[]	False	1434	Eastern	distribution-primary	Eastern
Grazing Yak Solar	62376.0	UPV	38.9777591	-104.252711	West (non-ISO)	CO	8	Colorado	2019	47250.0	39500.0	1.1962025316455696	Tracking	['Single']		181.0	4.9866449772	0.2489999077724747	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39245	Western	distribution-primary	Western
North Halifax	61778.0	UPV	36.210641	-77.623111	PJM	NC	37	North Carolina	2019	26900.0	20000.0	1.345	Tracking	['Single']		181.0	4.4232360731	0.2167292805100182	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10648	Eastern	distribution-primary	Eastern
Gloucester Solar	63031.0	UPV	37.44197	-76.4683	PJM	VA	51	Virginia	2019	27800.0	19900.0	1.3969849246231156	Tracking	['Single']	-1.0	191.0	4.3109273973	0.2141399163394386	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	9936	Eastern	distribution-primary	Eastern
Ellis Solar (North+South)	62413.0	UPV	42.448941	-76.433751	NYISO	NY	36	New York	2019	27000.0	18000.0	1.5	Fixed Tilt	['Fixed']	20.0	180.0	3.6929292237	0.1847108378870674	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4841	Eastern	distribution-primary	Eastern
Two Mile Desert Project aka Hertford Solar	60510.0	UPV	36.223419	-76.465665	PJM	NC	37	North Carolina	2019	21039.88	16200.0	1.298758024691358	Fixed Tilt	['Fixed']	15.0	169.0	4.435066895	0.195599743641638	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	10962	Eastern	distribution-primary	Eastern
Gold Meadow Farms	64108.0	UPV	41.734184	-71.528032	ISO-NE	RI	44	Rhode Island	2019	21300.0	16200.0	1.3148148148148149	Fixed Tilt	['Fixed']	25.0	180.0	3.8456621005		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	2129	Eastern	distribution-primary	Eastern
Pasto Solar	62389.0	UPV	42.210028	-76.52376	NYISO	NY	36	New York	2019	23865.0	16000.0	1.4915625	Fixed Tilt	['Fixed']	20.0	180.0	3.7321755708	0.1894424521857923	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4838	Eastern	distribution-primary	Eastern
Whitetail Solar 1 (Roxbury Solar)	62989.0	UPV	40.1392088	-77.6094631	PJM	PA	42	Pennsylvania	2019	18230.0	13500.0	1.3503703703703704	Tracking	['Single']	52.0	180.0	3.8981358447	0.2089489307157795	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	7947	Eastern	distribution-primary	Eastern
DG AMP Solar Piqua Manier	62792.0	UPV	40.130431	-84.255451	PJM	OH	39	Ohio	2019	13200.0	12625.0	1.0455445544554456	Tracking	['Single']		180.0	3.9253484018	0.1917447306791569	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	19383	Eastern	distribution-primary	Eastern
Vista Solar Energy Center	62467.0	UPV	34.741051	-106.657161	West (non-ISO)	NM	35	New Mexico	2019	12800.0	10000.0	1.28	Tracking	['Single']		180.0	5.6190511416	0.2974499089253187	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38820	Western	distribution-primary	Western
Rio De Oro Solar Energy Center	62597.0	UPV	34.692111	-106.689251	West (non-ISO)	NM	35	New Mexico	2019	12659.405	10000.0	1.2659405	Tracking	['Single']		180.0	5.6618089041	0.2765710382513661	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38820	Western	distribution-primary	Western
Mars Solar	63027.0	UPV	27.423431	-98.830051	ERCOT	TX	48	Texas	2019	14200.0	10000.0	1.42	Tracking	['Single']		180.0	5.0258127854	0.2489754098360655	PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	39999	Texas	distribution-primary	Texas
Cascade Solar (TX)	61875.0	UPV	29.205974	-96.0274	ERCOT	TX	48	Texas	2019	14290.881	10000.0	1.4290881	Tracking	['Single']		180.0	4.6423746575	0.2086065573770492	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40846	Texas	distribution-primary	Texas
Hope Farm Solar	61840.0	UPV	41.748341	-71.521981	ISO-NE	RI	44	Rhode Island	2019	12600.0	10000.0	1.26	Fixed Tilt	['Fixed']	25.0	171.0	3.8456621005	0.1904485428051002	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	2129	Eastern	distribution-primary	Eastern
San Miguel I Solar Energy Center	63081.0	UPV	35.634331	-105.175291	West (non-ISO)	NM	35	New Mexico	2019	12636.000000000002	10000.0	1.2636	Tracking	['Single']		180.0	5.2828317352	0.2900045537340619	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38751	Western	distribution-primary	Western
Rio Rancho Solar Energy Center	63184.0	UPV	35.104761	-106.482411	West (non-ISO)	NM	35	New Mexico	2019	12672.24	10000.0	1.267224	Tracking	['Single']		180.0	5.5622586758	0.2943078324225865	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38794	Western	distribution-primary	Western
Everett PV1	60997.0	UPV	35.821137	-77.30957	PJM	NC	37	North Carolina	2019	13000.0	10000.0	1.3	Fixed Tilt	['Fixed']	20.0	191.0	4.4373732877	0.1678164845173042	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11140	Eastern	distribution-primary	Eastern
Rankin Solar Center	61996.0	UPV	34.236111	-79.654511	Southeast (non-ISO)	SC	45	South Carolina	2019	13400.0	10000.0	1.34	Tracking	['Single']		180.0	4.5626285388		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11764	Eastern	distribution-primary	Eastern
San Miguel II Solar Energy Center	63082.0	UPV	35.63437	-105.17549	West (non-ISO)	NM	35	New Mexico	2019	12636.000000000002	10000.0	1.2636	Tracking	['Single']	-1.0	180.0	5.2828317352	0.2918032786885246	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	38751	Western	distribution-primary	Western
Cherry Blossom Solar	63505.0	UPV	33.762185	-79.45801	Southeast (non-ISO)	SC	45	South Carolina	2019	14400.0	10000.0	1.44	Tracking	['Single']		180.0	4.6140746575		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11771	Eastern	distribution-primary	Eastern
Starvation (aka Starvation Ridge?)	63344.0	UPV	43.503291	-119.149821	West (non-ISO)	OR	41	Oregon	2019	15300.0	9900.0	1.5454545454545454	Tracking	['Single']		180.0	4.5844164384	0.2742129859616198	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35752	Western	distribution-primary	Western
Alexis Solar (GMP Azure Solar Park)	64227.0	UPV	26.888351	-98.234521	ERCOT	TX	48	Texas	2019	14000.0	9500.0	1.4736842105263157	Tracking	['Single']		180.0	4.9345751142	0.113285519125683	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40073	Texas	distribution-primary	Texas
Diamond Solar II	61974.0	UPV	33.786681	-81.268811	Southeast (non-ISO)	SC	45	South Carolina	2019	10820.0	8200.0	1.3195121951219513	Tracking	['Single']		180.0	4.5642771689	0.2092079834732773	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	11926	Eastern	distribution-primary	Eastern
IBM Solar	63869.0	UPV	40.091687	-105.191557	West (non-ISO)	CO	8	Colorado	2019	9700.0	8100.0	1.1975308641975309	Tracking	['Single']	52.0	180.0	4.4951824201	0.2165975173716522	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39005	Western	distribution-primary	Western
Crawfordsville 2 Solar Park	62484.0	UPV	40.053641	-86.887681	MISO	IN	18	Indiana	2019	10367.0	7900.0	1.3122784810126582	Fixed Tilt	['Fixed']		180.0	3.9820675799	0.1668597680477738	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	21847	Eastern	distribution-primary	Eastern
Gateway Solar	61794.0	UPV	38.377227	-75.274801	PJM	MD	24	Maryland	2019	10000.0	7600.0	1.3157894736842106	Tracking	['Single']		181.0	4.2142746575	0.1157756926469178	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8378	Eastern	distribution-primary	Eastern
McCullough Road Solar Farm	62638.0	UPV	40.757271	-74.957251	PJM	NJ	34	New Jersey	2019	10000.0	7600.0	1.3157894736842106	Fixed Tilt	['Fixed']	23.0	180.0	3.9208148402	0.1924851404467453	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5482	Eastern	distribution-primary	Eastern
Milford Solar Farm (NJ)	62637.0	UPV	40.615431	-75.156551	PJM	NJ	34	New Jersey	2019	8900.0	7500.0	1.1866666666666668	Fixed Tilt	['Fixed']	15.0	180.0	3.9320136986	0.1473891924711597	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5488	Eastern	distribution-primary	Eastern
Lampwick	61872.0	UPV	30.872811	-99.535211	ERCOT	TX	48	Texas	2019	10900.0	7500.0	1.4533333333333334	Tracking	['Single']		180.0	5.0732582192	0.2617789921068609	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	39949	Texas	distribution-primary	Texas
Richmond Solar Park 3 (aka Richmond 3 Solar Array)	62770.0	UPV	39.839421	-84.827771	PJM	IN	18	Indiana	2019	8700.0	6700.0	1.298507462686567	Tracking	['Single']		180.0	3.9729876712	0.1846811026833048	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22633	Eastern	distribution-primary	Eastern
DG AMP Wadsworth 1048	62942.0	UPV	41.012721	-81.765591	PJM	OH	39	Ohio	2019	8602.62	6300.0	1.365495238095238	Tracking	['Single']		180.0	3.8102002283	0.1795472287275565	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	20048	Eastern	distribution-primary	Eastern
City of Pratt Solar (Pratt Solar Farm)	62931.0	UPV	37.654944	-98.704633	SPP	KS	20	Kansas	2019	7670.0	6000.0	1.278333333333333	Fixed Tilt	['Fixed']		180.0	4.7406577626		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	32931	Eastern	distribution-primary	Eastern
Newfield Community Solar	62582.0	UPV	42.385144	-76.600504	NYISO	NY	36	New York	2019	7500.0	6000.0	1.25	Fixed Tilt	['Fixed']	20.0	180.0	3.70791621	0.1659077109896782	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	4843	Eastern	distribution-primary	Eastern
Centinela State Prison	64519.0	UPV	32.825436	-115.774893	West (non-ISO)	CA	6	California	2019	8200.0	6000.0	1.3666666666666665	Tracking	['Single']	52.0	180.0	5.6778465753		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37703	Western	distribution-primary	Western
Calipatria State Prison	64521.0	UPV	33.166482	-115.495293	West (non-ISO)	CA	6	California	2019	8200.0	6000.0	1.3666666666666665	Tracking	['Single']	52.0	180.0	5.8933406393		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	37705	Western	distribution-primary	Western
NorWest Energy 4 aka Bonanza 	62268.0	UPV	42.205051	-121.352921	West (non-ISO)	OR	41	Oregon	2019	6800.0	5600.0	1.2142857142857144	Tracking	['Single']		180.0	4.7827031963	0.2395589383294301	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	35731	Western	distribution-primary	Western
IFF Union Beach Solar Project	62306.0	UPV	40.445691	-74.154421	PJM	NJ	34	New Jersey	2019	6799.0	5500.0	1.2361818181818185	Fixed Tilt	['Fixed']	15.0	180.0	3.9162305936	0.1652384500745156	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	3177	Eastern	distribution-primary	Eastern
Tipton Solar Park	62305.0	UPV	40.277768	-86.0736	MISO	IN	18	Indiana	2019	6300.0	5300.0	1.1886792452830188	Tracking	['Single']		180.0	3.9457109589	0.1966697597690484	PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	22631	Eastern	distribution-primary	Eastern
Happy Hollow CSG Hybrid	62652.0	UPV	42.607721	-72.043961	ISO-NE	MA	25	Massachusetts	2019	7128.0	5001.0	1.4253149370125977	Fixed Tilt	['Fixed']	25.0	180.0	3.7905812785		PV	['c-Si']	True	2019	3.3	6.6	Lithium Ion	False	[]	False	1857	Eastern	distribution-primary	Eastern
Synergen Panorama CSG aka Panorama Solar Electric Facility	62327.0	UPV	38.772411	-76.971071	PJM	MD	24	Maryland	2019	6600.0	5001.0	1.319736052789442	Fixed Tilt	['Fixed']	25.0	180.0	4.1749372146		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	8720	Eastern	distribution-primary	Eastern
Westside Wastewater Treatment Plant Hybrid	62683.0	UPV	36.04135	-94.14008	SPP	AR	5	Arkansas	2019	5800.0	5001.0	1.1597680463907218	Tracking	['Single']		180.0	4.4148246575		PV	['c-Si']	True	2019	6.0	13.1	Lithium Ion	False	[]	False	30333	Eastern	distribution-primary	Eastern
Noland Wastewater Treatment Plant Hybrid	62682.0	UPV	36.080231	-94.066141	SPP	AR	5	Arkansas	2019	5800.0	5001.0	1.1597680463907218	Tracking	['Single']		179.0	4.3989805936		PV	['c-Si']	True	2019	6.0	13.1	Lithium Ion	False	[]	False	29726	Eastern	distribution-primary	Eastern
Southwick Solar PV	62082.0	UPV	42.015493	-72.775695	ISO-NE	MA	25	Massachusetts	2019	6600.0	5001.0	1.319736052789442	Fixed Tilt	['Fixed']	20.0	179.0	3.8112655251		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	2291	Eastern	distribution-primary	Eastern
Griffin Solar	62953.0	UPV	31.474114	-97.135821	ERCOT	TX	48	Texas	2019	7200.0	5001.0	1.4397120575884823	Tracking	['Single']		181.0	4.743263242		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	40167	Texas	distribution-primary	Texas
Imeson Solar (SunPort Solar)	63186.0	UPV	30.456753	-81.714861	Southeast (non-ISO)	FL	12	Florida	2019	9000.0	5001.0	1.7996400719856027	Tracking	['Single']		180.0	4.7374863014		PV	['c-Si']	True	2019	2.0	4.0		False	[]	False	13471	Eastern	distribution-primary	Eastern
Commerce Solar	62610.0	UPV	29.435281	-98.617491	ERCOT	TX	48	Texas	2019	5900.0	5001.0	1.179764047190562	Tracking	['Single']		180.0	4.7539878995		PV	['c-Si']	True	2019	10.0	10.0	Lithium Ion	False	[]	False	40567	Texas	distribution-primary	Texas
GMP Solar/Storage-Ferrisburgh Hybrid	62382.0	UPV	44.225871	-73.247051	ISO-NE	VT	50	Vermont	2019	6318.000000000001	5001.0	1.2633473305338931	Tracking	['Single']		180.0	3.652936758		PV	['c-Si']	True	2019	2.0	8.0	Lithium Ion	False	[]	False	926	Eastern	distribution-primary	Eastern
GMP Solar/Storage-Milton Hybrid	62381.0	UPV	44.657791	-73.179681	ISO-NE	VT	50	Vermont	2019	7000.0	5001.0	1.399720055988802	Fixed Tilt	['Fixed']	25.0	180.0	3.6313449772		PV	['c-Si']	True	2019	2.0	8.0	Lithium Ion	False	[]	False	993	Eastern	distribution-primary	Eastern
RT 52 Walden Solar 1 Hybrid	63000.0	UPV	41.581441	-74.214661	NYISO	NY	36	New York	2019	5935.0	5001.0	1.1867626474705055	Fixed Tilt	['Fixed']	25.0	210.0	3.8876789954		PV	['c-Si']	True	2020	3.9	8.8	Lithium Ion	False	[]	False	3025	Eastern	distribution-primary	Eastern
SR Snipesville I	62165.0	UPV	31.705476	-82.741282	Southeast (non-ISO)	GA	13	Georgia	2020	122800.0	86000.0	1.427906976744186	Tracking	['Single']		180.0	4.7406657534		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	12844	Eastern	distribution-primary	Eastern
Caden Energix Hickory LLC (Hickory Solar Farm)	63084.0	UPV	36.626171	-76.191041	PJM	VA	51	Virginia	2020	40300.0	32000.0	1.259375	Tracking	['Single']		181.0	4.3643353881		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	9765	Eastern	distribution-primary	Eastern
Mechanicsville Solar (Hanover)	64158.0	UPV	37.668521	-77.198101	PJM	VA	51	Virginia	2020	35000.0	25000.0	1.4	Tracking	['Single']		181.0	4.2781465753		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	9978	Eastern	distribution-primary	Eastern
Baxley (Appling Solar Farm)	64211.0	UPV	31.878321	-82.332211	Southeast (non-ISO)	GA	13	Georgia	2020	37000.0	25000.0	1.48	Tracking	['Single']		180.0	4.7269616438		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	12672	Eastern	distribution-primary	Eastern
Ben Moreell Solar Farm	63786.0	UPV	40.276811	-74.096241	PJM	NJ	34	New Jersey	2020	28500.0	20000.0	1.425	Fixed Tilt	['Fixed']	20.0	180.0	4.0130954338		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	5618	Eastern	distribution-primary	Eastern
Whitetail Solar 3 (aka St Thomas Township Solar)	62991.0	UPV	39.884851	-77.770551	PJM	PA	42	Pennsylvania	2020	27000.0	20000.0	1.35	Tracking	['Single']		180.0	3.9674936073		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	7937	Eastern	distribution-primary	Eastern
Whitetail Solar 2 (aka St. Thomas Township Solar Facility II)	62990.0	UPV	39.897041	-77.815521	PJM	PA	42	Pennsylvania	2020	27000.0	20000.0	1.35	Tracking	['Single']		180.0	3.9484276256		PV	['c-Si']	False	-1	-1.0	-1.0		False	[]	False	7948	Eastern	distribution-primary	Eastern
SR Odom	63814.0	UPV	31.071431	-83.595791	Southeast (non-ISO)	GA	13	Georgia	2020	30000.0	20000.0	1.5	Tracking	['Single']		180.0	4.7769641553		PV	['Thin-Film']	False	-1	-1.0	-1.0		False	[]	False	12856	Eastern	distribution-primary	Eastern
